"ID","Sex","Group","vertebra","Age","rep","M1X","M1Y","M1Z","M2X","M2Y","M2Z","M3X","M3Y","M3Z","R1X","R1Y","R1Z","L1X","L1Y","L1Z","R2X","R2Y","R2Z","L2X","L2Y","L2Z","R3X","R3Y","R3Z","L3X","L3Y","L3Z","R4X","R4Y","R4Z","L4X","L4Y","L4Z","R5X","R5Y","R5Z","L5X","L5Y","L5Z","R6X","R6Y","R6Z","L6X","L6Y","L6Z","M4X","M4Y","M4Z","R7X","R7Y","R7Z","L7X","L7Y","L7Z","R8X","R8Y","R8Z","L8X","L8Y","L8Z","M5X","M5Y","M5Z","M6X","M6Y","M6Z","R9X","R9Y","R9Z","L9X","L9Y","L9Z","R10X","R10Y","R10Z","L10X","L10Y","L10Z","R11X","R11Y","R11Z","L11X","L11Y","L11Z","R12X","R12Y","R12Z","L12X","L12Y","L12Z","R13X","R13Y","R13Z","L13X","L13Y","L13Z","M7X","M7Y","M7Z","M8X","M8Y","M8Z","R14X","R14Y","R14Z","L14X","L14Y","L14Z"
"A35","M","A","L4",35,1,2.01874,1.13502,1.16594,2.26248,1.78554,1.3003,2.2418,1.92623,1.18602,2.90395,2.28091,1.22178,1.7974,2.47392,1.23096,3.26075,2.22764,0.321206,1.42474,2.58361,0.564395,3.90152,1.54492,0.471852,0.601397,2.05403,0.998226,3.5705,2.26106,1.9184,1.29729,2.6788,2.19828,3.33474,2.58844,3.58169,2.01066,2.87269,3.80721,3.98369,1.91518,3.08508,1.13451,2.44359,3.45758,2.59389,2.5059,3.38296,2.84248,3.23891,1.4652,2.18722,3.37935,1.60128,2.9648,3.40057,2.30251,2.31269,3.52283,2.28898,2.43543,3.11208,0.668974,2.6304,4.21086,0.891719,3.36142,3.28128,0.706356,1.589,3.71773,0.889132,4.11415,3.62042,0.0518792,0.896336,4.09417,0.23442,3.67722,3.02097,0.75605,1.28556,3.37137,1.03259,4.02413,2.98866,2.72978,1.37017,3.48466,2.8242,3.86219,3.24383,2.38166,1.57876,3.64293,2.61423,2.76469,3.5474,3.16947,2.97498,4.82485,3.12858,3.87238,3.93587,3.21093,1.84626,4.33155,3.39586
"A35","M","A","L4",45,1,1.91358,0.80498,1.04043,2.18233,1.54915,1.25509,2.229,1.77971,1.0972,2.87695,2.08551,1.21361,1.82549,2.32066,1.16351,3.2935,2.0531,0.263026,1.41547,2.48613,0.289041,3.97824,1.21249,0.43715,0.467328,1.88674,0.632768,3.53055,2.05418,2.02072,1.23939,2.59288,2.15289,3.26762,2.47872,3.79201,1.8936,2.82765,3.88068,3.86231,1.61308,3.29543,0.92049,2.34139,3.39429,2.45036,2.36607,3.4441,2.8765,3.13966,1.49736,2.27776,3.28539,1.57232,2.97245,3.26867,2.37561,2.30597,3.48556,2.25905,2.47629,2.95987,0.667293,2.74755,4.12111,0.89514,3.49896,3.16507,0.695589,1.63952,3.48198,0.690851,4.50116,3.31561,0.00641332,0.837945,4.15869,0.0017381,3.70822,2.77826,0.735689,1.33527,3.31319,0.856784,4.04768,2.73273,2.98049,1.35757,3.4411,2.88319,3.82341,3.14891,2.54178,1.54325,3.63958,2.63419,2.66872,3.48051,3.39444,3.00008,4.73444,3.30876,3.90896,3.79711,3.3968,1.7659,4.32437,3.49074
"A35","M","A","L4",60,1,2.29216,0.648139,0.892855,2.48518,1.37179,1.19363,2.50294,1.68581,1.06395,3.11405,2.03713,1.20211,2.03902,2.1792,1.12483,3.4798,2.07133,0.267834,1.64831,2.33543,0.200745,4.33215,1.31544,0.46779,0.636304,1.57926,0.524951,3.70721,2.0628,2.04533,1.32989,2.38222,2.08308,3.29378,2.39889,3.90632,1.91715,2.58642,3.94627,4.1249,1.61295,3.42904,1.01133,1.91391,3.47403,2.54838,2.201,3.51303,2.9721,3.14592,1.53769,2.31412,3.18657,1.57915,2.97983,3.21113,2.45293,2.23654,3.32826,2.37537,2.64463,2.92982,0.602848,2.74063,4.13485,0.905787,3.60831,3.27498,0.740176,1.68991,3.30429,0.687968,4.65007,3.72198,0.0301902,0.757132,3.99615,0.0105795,3.9064,2.94861,0.782711,1.35983,3.12609,0.829287,4.10696,2.78156,3.10891,1.3487,3.18811,2.94386,3.88214,3.11949,2.68842,1.52181,3.37375,2.7301,2.66236,3.37615,3.54898,2.78765,4.71896,3.4156,3.84985,3.87705,3.5998,1.62008,4.1314,3.58943
"A35","M","A","L4",21,1,1.83744,1.11391,1.98921,1.89763,1.3133,2.02434,1.90115,1.42913,1.89388,2.53936,1.60083,1.71733,1.40771,1.83604,1.82875,3.00896,1.58312,1.02214,0.967567,1.9601,1.32326,3.33305,1.24315,1.42354,0.481819,1.77924,1.56946,3.12755,1.71053,2.26389,0.962326,2.10355,2.44717,2.94699,2.01638,3.47226,1.51714,2.28393,3.66767,3.3266,1.60324,3.11959,0.903235,2.16472,3.38144,2.15067,2.01301,3.44769,2.46875,2.56825,1.80944,1.87412,2.71744,1.90484,2.54619,2.77908,2.4596,1.89494,2.90425,2.47592,2.07408,2.46029,1.39221,2.23936,3.26211,1.36415,2.91047,2.69723,1.33864,1.34502,2.90903,1.44963,3.41439,2.58492,0.875242,0.809501,3.1047,0.994517,3.13046,2.25566,1.32773,0.978003,2.69506,1.51911,3.35397,2.2713,2.52085,1.06354,2.76627,2.58262,3.312,2.54943,2.33819,1.14232,2.94599,2.5023,2.27382,2.92053,2.99542,2.46469,3.81838,2.71901,3.16864,3.18753,2.86222,1.55132,3.52548,2.9789
"A37","M","A","L4",21,1,2.21051,1.02562,1.78007,2.18996,1.14396,1.81565,2.19183,1.29237,1.61711,2.7054,1.63042,1.57741,1.52212,1.51434,1.60228,3.1735,1.86166,0.913318,1.13778,1.58712,1.04645,3.55963,1.54963,1.3257,0.763162,1.21081,1.45918,3.2269,1.90268,2.18095,1.04184,1.59159,2.247,2.84971,2.01487,3.41079,1.33926,1.85717,3.49074,3.34643,1.82569,3.15406,0.925252,1.531,3.10653,2.18493,1.72617,3.35624,2.34335,2.56669,1.83939,1.73494,2.46815,1.82056,2.33822,2.68689,2.4461,1.73198,2.63746,2.45913,2.07067,2.36282,1.28272,1.91453,3.19031,1.35326,2.76234,2.83232,1.27237,1.2622,2.58708,1.34115,3.29895,3.13162,0.871173,0.659037,2.67989,0.971467,3.10622,2.50533,1.25936,0.925883,2.20488,1.40371,3.25217,2.52517,2.45912,0.857851,2.22549,2.65576,3.15312,2.76558,2.29845,0.948658,2.44724,2.40541,2.03029,2.72215,2.94253,1.85469,3.73368,2.79216,2.7783,3.26046,2.89517,1.15707,3.03877,2.93021
"A37","M","A","L4",35,1,2.41819,0.724374,1.01432,2.48126,1.2663,1.2716,2.45049,1.44437,1.04283,2.96094,1.88126,1.17547,1.91489,1.91835,1.16854,3.51847,2.05693,0.220234,1.59253,2.11738,0.432783,4.11487,1.35594,0.657015,0.736464,1.45219,0.682995,3.66254,1.9529,2.01263,1.34491,1.9301,2.03735,3.25228,2.12318,3.66184,1.83989,2.21398,3.64822,3.87354,1.63588,3.24807,1.12433,1.76093,3.21467,2.53634,1.89929,3.37518,2.84799,2.87101,1.67977,2.26406,2.88181,1.71503,2.94412,2.97792,2.32121,2.2344,2.92733,2.38191,2.4935,2.7038,0.733815,2.5424,3.80608,1.0345,3.42126,3.04563,0.792919,1.56662,3.06941,0.873742,4.16262,3.5055,0.306464,0.99673,3.46785,0.283866,3.68742,2.77575,0.863997,1.30094,2.7443,0.967635,3.84573,2.67716,2.82536,1.20255,2.75005,3.01151,3.71689,3.01296,2.48969,1.42963,2.95133,2.52541,2.61826,3.01006,3.24886,2.60876,4.26951,3.21233,3.59861,3.61135,3.41292,1.57159,3.64496,3.40096
"A37","M","A","L4",45,1,2.94929,0.779715,0.575831,3.02016,1.51725,0.94817,2.97186,1.77554,0.737932,3.45358,2.29046,0.949152,2.40595,2.22366,0.900026,3.89242,2.44559,0.0364284,2.12761,2.37896,0.0557028,4.74177,1.75181,0.400197,1.16917,1.57299,0.247161,4.09394,2.33822,1.87608,1.73424,2.20775,1.79727,3.57251,2.56522,3.62901,2.04199,2.45966,3.65956,4.43995,2.02269,3.06907,1.41786,1.86993,3.13698,2.90684,2.10788,3.25978,3.25746,3.31516,1.52534,2.62258,3.23828,1.54307,3.22971,3.36554,2.22728,2.55796,3.28669,2.268,2.94682,3.10308,0.447244,2.8604,4.27608,0.836154,3.98565,3.50587,0.628673,1.89012,3.31056,0.541622,4.65354,4.15878,0.0824663,NA,NA,NA,4.13237,3.2418,0.685302,1.70881,3.07294,0.647753,4.29682,3.0793,2.97944,1.45709,2.96883,3.09241,3.99932,3.48989,2.50461,1.69841,3.21321,2.45144,2.84781,3.35217,3.27808,2.75941,4.73807,3.25705,3.89599,4.08575,3.47405,1.67888,3.95277,3.37814
"A37","M","A","L4",60,1,3.4108,0.780879,0.676833,3.34598,1.56033,1.08754,3.2117,1.94788,0.837813,3.60044,2.48925,1.05735,2.60059,2.3037,0.958293,2.33405,2.33097,0.0112854,4.10691,2.64488,0.0100631,5.09662,2.03515,0.417501,1.54991,1.28261,0.325073,4.25354,2.7559,1.9894,1.95326,2.16508,1.91789,3.63203,3.03547,3.78751,2.23027,2.79936,3.66664,4.57333,2.39944,3.4046,1.56602,1.85393,3.36728,3.02037,2.45509,3.46668,3.26885,3.56552,1.57976,2.55608,3.31285,1.45481,3.24955,3.66997,2.29261,2.48795,3.49167,2.25714,2.99138,3.19954,0.432695,2.67314,4.4174,0.783153,3.83743,3.77975,0.507322,1.8546,3.31218,0.546222,NA,NA,NA,NA,NA,NA,4.15201,3.60737,0.677417,1.74307,2.9783,0.620546,4.28248,3.56157,3.19467,1.47981,3.03651,3.23037,4.02753,3.8518,2.6185,1.71171,3.28805,2.55057,2.78896,3.68576,3.46817,2.50753,4.97598,3.26823,3.73617,4.46831,3.55665,1.55721,4.00868,3.41771
"A37","M","A","L4",28,1,2.52577,1.33839,1.66933,2.52483,1.69494,1.81108,2.51137,1.81263,1.55701,3.07637,2.23076,1.62468,1.90857,2.19639,1.61861,3.44937,2.32255,0.969469,1.57415,2.33015,0.885668,4.02422,1.92922,1.43225,0.986713,1.79625,1.27889,3.62503,2.46789,2.37113,1.34786,2.31582,2.33023,3.12896,2.63972,3.81874,1.65919,2.69951,3.77488,3.7205,2.32609,3.43191,1.11467,2.29941,3.41096,2.43832,2.4481,3.62142,2.852,3.2542,1.94744,2.19014,3.1699,1.91323,2.1447,3.38446,2.55976,2.81816,3.40606,2.54072,2.51763,3.00738,1.1872,2.46996,4.06755,1.25854,3.34412,3.39434,1.16415,1.66746,3.23953,1.13367,4.00919,3.73711,0.759009,1.11813,3.52681,0.709639,3.64288,3.07352,1.29471,1.30006,2.96032,1.30964,3.72654,3.21499,2.84453,1.16364,3.10003,2.95835,3.51911,3.41621,2.58275,1.32823,3.27953,2.53959,2.42605,3.51714,3.28923,2.3837,4.65475,3.15232,3.31163,4.03661,3.35238,1.51602,3.95612,3.29418
"A37","M","A","L4",21,1,2.21051,1.02562,1.78007,2.18996,1.14396,1.81565,2.19183,1.29237,1.61711,2.7054,1.63042,1.57741,1.52212,1.51434,1.60228,3.1735,1.86166,0.913318,1.13778,1.58712,1.04645,3.55963,1.54963,1.3257,0.763162,1.21081,1.45918,3.2269,1.90268,2.18095,1.04184,1.59159,2.247,2.84971,2.01487,3.41079,1.33926,1.85717,3.49074,3.34643,1.82569,3.15406,0.925252,1.531,3.10653,2.18493,1.72617,3.35624,2.34335,2.56669,1.83939,1.73494,2.46815,1.82056,2.33822,2.68689,2.4461,1.73198,2.63746,2.45913,2.07067,2.36282,1.28272,1.91453,3.19031,1.35326,2.76234,2.83232,1.27237,1.2622,2.58708,1.34115,3.29895,3.13162,0.871173,0.659037,2.67989,0.971467,3.10622,2.50533,1.25936,0.925883,2.20488,1.40371,3.25217,2.52517,2.45912,0.857851,2.22549,2.65576,3.15312,2.76558,2.29845,0.948658,2.44724,2.40541,2.03029,2.72215,2.94253,1.85469,3.73368,2.79216,2.7783,3.26046,2.89517,1.15707,3.03877,2.93021
"A37","M","A","L4",35,1,2.41819,0.724374,1.01432,2.48126,1.2663,1.2716,2.45049,1.44437,1.04283,2.96094,1.88126,1.17547,1.91489,1.91835,1.16854,3.51847,2.05693,0.220234,1.59253,2.11738,0.432783,4.11487,1.35594,0.657015,0.736464,1.45219,0.682995,3.66254,1.9529,2.01263,1.34491,1.9301,2.03735,3.25228,2.12318,3.66184,1.83989,2.21398,3.64822,3.87354,1.63588,3.24807,1.12433,1.76093,3.21467,2.53634,1.89929,3.37518,2.84799,2.87101,1.67977,2.26406,2.88181,1.71503,2.94412,2.97792,2.32121,2.2344,2.92733,2.38191,2.4935,2.7038,0.733815,2.5424,3.80608,1.0345,3.42126,3.04563,0.792919,1.56662,3.06941,0.873742,4.16262,3.5055,0.306464,0.99673,3.46785,0.283866,3.68742,2.77575,0.863997,1.30094,2.7443,0.967635,3.84573,2.67716,2.82536,1.20255,2.75005,3.01151,3.71689,3.01296,2.48969,1.42963,2.95133,2.52541,2.61826,3.01006,3.24886,2.60876,4.26951,3.21233,3.59861,3.61135,3.41292,1.57159,3.64496,3.40096
"A37","M","A","L4",45,1,2.94929,0.779715,0.575831,3.02016,1.51725,0.94817,2.97186,1.77554,0.737932,3.45358,2.29046,0.949152,2.40595,2.22366,0.900026,3.89242,2.44559,0.0364284,2.12761,2.37896,0.0557028,4.74177,1.75181,0.400197,1.16917,1.57299,0.247161,4.09394,2.33822,1.87608,1.73424,2.20775,1.79727,3.57251,2.56522,3.62901,2.04199,2.45966,3.65956,4.43995,2.02269,3.06907,1.41786,1.86993,3.13698,2.90684,2.10788,3.25978,3.25746,3.31516,1.52534,2.62258,3.23828,1.54307,3.22971,3.36554,2.22728,2.55796,3.28669,2.268,2.94682,3.10308,0.447244,2.8604,4.27608,0.836154,3.98565,3.50587,0.628673,1.89012,3.31056,0.541622,4.65354,4.15878,0.0824663,NA,NA,NA,4.13237,3.2418,0.685302,1.70881,3.07294,0.647753,4.29682,3.0793,2.97944,1.45709,2.96883,3.09241,3.99932,3.48989,2.50461,1.69841,3.21321,2.45144,2.84781,3.35217,3.27808,2.75941,4.73807,3.25705,3.89599,4.08575,3.47405,1.67888,3.95277,3.37814
"A37","M","A","L4",60,1,3.4108,0.780879,0.676833,3.34598,1.56033,1.08754,3.2117,1.94788,0.837813,3.60044,2.48925,1.05735,2.60059,2.3037,0.958293,2.33405,2.33097,0.0112854,4.10691,2.64488,0.0100631,5.09662,2.03515,0.417501,1.54991,1.28261,0.325073,4.25354,2.7559,1.9894,1.95326,2.16508,1.91789,3.63203,3.03547,3.78751,2.23027,2.79936,3.66664,4.57333,2.39944,3.4046,1.56602,1.85393,3.36728,3.02037,2.45509,3.46668,3.26885,3.56552,1.57976,2.55608,3.31285,1.45481,3.24955,3.66997,2.29261,2.48795,3.49167,2.25714,2.99138,3.19954,0.432695,2.67314,4.4174,0.783153,3.83743,3.77975,0.507322,1.8546,3.31218,0.546222,NA,NA,NA,NA,NA,NA,4.15201,3.60737,0.677417,1.74307,2.9783,0.620546,4.28248,3.56157,3.19467,1.47981,3.03651,3.23037,4.02753,3.8518,2.6185,1.71171,3.28805,2.55057,2.78896,3.68576,3.46817,2.50753,4.97598,3.26823,3.73617,4.46831,3.55665,1.55721,4.00868,3.41771
"A37","M","A","L4",28,1,2.52577,1.33839,1.66933,2.52483,1.69494,1.81108,2.51137,1.81263,1.55701,3.07637,2.23076,1.62468,1.90857,2.19639,1.61861,3.44937,2.32255,0.969469,1.57415,2.33015,0.885668,4.02422,1.92922,1.43225,0.986713,1.79625,1.27889,3.62503,2.46789,2.37113,1.34786,2.31582,2.33023,3.12896,2.63972,3.81874,1.65919,2.69951,3.77488,3.7205,2.32609,3.43191,1.11467,2.29941,3.41096,2.43832,2.4481,3.62142,2.852,3.2542,1.94744,2.19014,3.1699,1.91323,2.1447,3.38446,2.55976,2.81816,3.40606,2.54072,2.51763,3.00738,1.1872,2.46996,4.06755,1.25854,3.34412,3.39434,1.16415,1.66746,3.23953,1.13367,4.00919,3.73711,0.759009,1.11813,3.52681,0.709639,3.64288,3.07352,1.29471,1.30006,2.96032,1.30964,3.72654,3.21499,2.84453,1.16364,3.10003,2.95835,3.51911,3.41621,2.58275,1.32823,3.27953,2.53959,2.42605,3.51714,3.28923,2.3837,4.65475,3.15232,3.31163,4.03661,3.35238,1.51602,3.95612,3.29418
"A37","M","A","L4",21,1,2.21051,1.02562,1.78007,2.18996,1.14396,1.81565,2.19183,1.29237,1.61711,2.7054,1.63042,1.57741,1.52212,1.51434,1.60228,3.1735,1.86166,0.913318,1.13778,1.58712,1.04645,3.55963,1.54963,1.3257,0.763162,1.21081,1.45918,3.2269,1.90268,2.18095,1.04184,1.59159,2.247,2.84971,2.01487,3.41079,1.33926,1.85717,3.49074,3.34643,1.82569,3.15406,0.925252,1.531,3.10653,2.18493,1.72617,3.35624,2.34335,2.56669,1.83939,1.73494,2.46815,1.82056,2.33822,2.68689,2.4461,1.73198,2.63746,2.45913,2.07067,2.36282,1.28272,1.91453,3.19031,1.35326,2.76234,2.83232,1.27237,1.2622,2.58708,1.34115,3.29895,3.13162,0.871173,0.659037,2.67989,0.971467,3.10622,2.50533,1.25936,0.925883,2.20488,1.40371,3.25217,2.52517,2.45912,0.857851,2.22549,2.65576,3.15312,2.76558,2.29845,0.948658,2.44724,2.40541,2.03029,2.72215,2.94253,1.85469,3.73368,2.79216,2.7783,3.26046,2.89517,1.15707,3.03877,2.93021
"A37","M","A","L4",35,1,2.41819,0.724374,1.01432,2.48126,1.2663,1.2716,2.45049,1.44437,1.04283,2.96094,1.88126,1.17547,1.91489,1.91835,1.16854,3.51847,2.05693,0.220234,1.59253,2.11738,0.432783,4.11487,1.35594,0.657015,0.736464,1.45219,0.682995,3.66254,1.9529,2.01263,1.34491,1.9301,2.03735,3.25228,2.12318,3.66184,1.83989,2.21398,3.64822,3.87354,1.63588,3.24807,1.12433,1.76093,3.21467,2.53634,1.89929,3.37518,2.84799,2.87101,1.67977,2.26406,2.88181,1.71503,2.94412,2.97792,2.32121,2.2344,2.92733,2.38191,2.4935,2.7038,0.733815,2.5424,3.80608,1.0345,3.42126,3.04563,0.792919,1.56662,3.06941,0.873742,4.16262,3.5055,0.306464,0.99673,3.46785,0.283866,3.68742,2.77575,0.863997,1.30094,2.7443,0.967635,3.84573,2.67716,2.82536,1.20255,2.75005,3.01151,3.71689,3.01296,2.48969,1.42963,2.95133,2.52541,2.61826,3.01006,3.24886,2.60876,4.26951,3.21233,3.59861,3.61135,3.41292,1.57159,3.64496,3.40096
"A37","M","A","L4",45,1,2.94929,0.779715,0.575831,3.02016,1.51725,0.94817,2.97186,1.77554,0.737932,3.45358,2.29046,0.949152,2.40595,2.22366,0.900026,3.89242,2.44559,0.0364284,2.12761,2.37896,0.0557028,4.74177,1.75181,0.400197,1.16917,1.57299,0.247161,4.09394,2.33822,1.87608,1.73424,2.20775,1.79727,3.57251,2.56522,3.62901,2.04199,2.45966,3.65956,4.43995,2.02269,3.06907,1.41786,1.86993,3.13698,2.90684,2.10788,3.25978,3.25746,3.31516,1.52534,2.62258,3.23828,1.54307,3.22971,3.36554,2.22728,2.55796,3.28669,2.268,2.94682,3.10308,0.447244,2.8604,4.27608,0.836154,3.98565,3.50587,0.628673,1.89012,3.31056,0.541622,4.65354,4.15878,0.0824663,NA,NA,NA,4.13237,3.2418,0.685302,1.70881,3.07294,0.647753,4.29682,3.0793,2.97944,1.45709,2.96883,3.09241,3.99932,3.48989,2.50461,1.69841,3.21321,2.45144,2.84781,3.35217,3.27808,2.75941,4.73807,3.25705,3.89599,4.08575,3.47405,1.67888,3.95277,3.37814
"A37","M","A","L4",60,1,3.4108,0.780879,0.676833,3.34598,1.56033,1.08754,3.2117,1.94788,0.837813,3.60044,2.48925,1.05735,2.60059,2.3037,0.958293,2.33405,2.33097,0.0112854,4.10691,2.64488,0.0100631,5.09662,2.03515,0.417501,1.54991,1.28261,0.325073,4.25354,2.7559,1.9894,1.95326,2.16508,1.91789,3.63203,3.03547,3.78751,2.23027,2.79936,3.66664,4.57333,2.39944,3.4046,1.56602,1.85393,3.36728,3.02037,2.45509,3.46668,3.26885,3.56552,1.57976,2.55608,3.31285,1.45481,3.24955,3.66997,2.29261,2.48795,3.49167,2.25714,2.99138,3.19954,0.432695,2.67314,4.4174,0.783153,3.83743,3.77975,0.507322,1.8546,3.31218,0.546222,NA,NA,NA,NA,NA,NA,4.15201,3.60737,0.677417,1.74307,2.9783,0.620546,4.28248,3.56157,3.19467,1.47981,3.03651,3.23037,4.02753,3.8518,2.6185,1.71171,3.28805,2.55057,2.78896,3.68576,3.46817,2.50753,4.97598,3.26823,3.73617,4.46831,3.55665,1.55721,4.00868,3.41771
"A37","M","A","L4",28,1,2.52577,1.33839,1.66933,2.52483,1.69494,1.81108,2.51137,1.81263,1.55701,3.07637,2.23076,1.62468,1.90857,2.19639,1.61861,3.44937,2.32255,0.969469,1.57415,2.33015,0.885668,4.02422,1.92922,1.43225,0.986713,1.79625,1.27889,3.62503,2.46789,2.37113,1.34786,2.31582,2.33023,3.12896,2.63972,3.81874,1.65919,2.69951,3.77488,3.7205,2.32609,3.43191,1.11467,2.29941,3.41096,2.43832,2.4481,3.62142,2.852,3.2542,1.94744,2.19014,3.1699,1.91323,2.1447,3.38446,2.55976,2.81816,3.40606,2.54072,2.51763,3.00738,1.1872,2.46996,4.06755,1.25854,3.34412,3.39434,1.16415,1.66746,3.23953,1.13367,4.00919,3.73711,0.759009,1.11813,3.52681,0.709639,3.64288,3.07352,1.29471,1.30006,2.96032,1.30964,3.72654,3.21499,2.84453,1.16364,3.10003,2.95835,3.51911,3.41621,2.58275,1.32823,3.27953,2.53959,2.42605,3.51714,3.28923,2.3837,4.65475,3.15232,3.31163,4.03661,3.35238,1.51602,3.95612,3.29418
"A37","M","A","L4",21,1,2.21051,1.02562,1.78007,2.18996,1.14396,1.81565,2.19183,1.29237,1.61711,2.7054,1.63042,1.57741,1.52212,1.51434,1.60228,3.1735,1.86166,0.913318,1.13778,1.58712,1.04645,3.55963,1.54963,1.3257,0.763162,1.21081,1.45918,3.2269,1.90268,2.18095,1.04184,1.59159,2.247,2.84971,2.01487,3.41079,1.33926,1.85717,3.49074,3.34643,1.82569,3.15406,0.925252,1.531,3.10653,2.18493,1.72617,3.35624,2.34335,2.56669,1.83939,1.73494,2.46815,1.82056,2.33822,2.68689,2.4461,1.73198,2.63746,2.45913,2.07067,2.36282,1.28272,1.91453,3.19031,1.35326,2.76234,2.83232,1.27237,1.2622,2.58708,1.34115,3.29895,3.13162,0.871173,0.659037,2.67989,0.971467,3.10622,2.50533,1.25936,0.925883,2.20488,1.40371,3.25217,2.52517,2.45912,0.857851,2.22549,2.65576,3.15312,2.76558,2.29845,0.948658,2.44724,2.40541,2.03029,2.72215,2.94253,1.85469,3.73368,2.79216,2.7783,3.26046,2.89517,1.15707,3.03877,2.93021
"A37","M","A","L4",35,1,2.41819,0.724374,1.01432,2.48126,1.2663,1.2716,2.45049,1.44437,1.04283,2.96094,1.88126,1.17547,1.91489,1.91835,1.16854,3.51847,2.05693,0.220234,1.59253,2.11738,0.432783,4.11487,1.35594,0.657015,0.736464,1.45219,0.682995,3.66254,1.9529,2.01263,1.34491,1.9301,2.03735,3.25228,2.12318,3.66184,1.83989,2.21398,3.64822,3.87354,1.63588,3.24807,1.12433,1.76093,3.21467,2.53634,1.89929,3.37518,2.84799,2.87101,1.67977,2.26406,2.88181,1.71503,2.94412,2.97792,2.32121,2.2344,2.92733,2.38191,2.4935,2.7038,0.733815,2.5424,3.80608,1.0345,3.42126,3.04563,0.792919,1.56662,3.06941,0.873742,4.16262,3.5055,0.306464,0.99673,3.46785,0.283866,3.68742,2.77575,0.863997,1.30094,2.7443,0.967635,3.84573,2.67716,2.82536,1.20255,2.75005,3.01151,3.71689,3.01296,2.48969,1.42963,2.95133,2.52541,2.61826,3.01006,3.24886,2.60876,4.26951,3.21233,3.59861,3.61135,3.41292,1.57159,3.64496,3.40096
"A37","M","A","L4",45,1,2.94929,0.779715,0.575831,3.02016,1.51725,0.94817,2.97186,1.77554,0.737932,3.45358,2.29046,0.949152,2.40595,2.22366,0.900026,3.89242,2.44559,0.0364284,2.12761,2.37896,0.0557028,4.74177,1.75181,0.400197,1.16917,1.57299,0.247161,4.09394,2.33822,1.87608,1.73424,2.20775,1.79727,3.57251,2.56522,3.62901,2.04199,2.45966,3.65956,4.43995,2.02269,3.06907,1.41786,1.86993,3.13698,2.90684,2.10788,3.25978,3.25746,3.31516,1.52534,2.62258,3.23828,1.54307,3.22971,3.36554,2.22728,2.55796,3.28669,2.268,2.94682,3.10308,0.447244,2.8604,4.27608,0.836154,3.98565,3.50587,0.628673,1.89012,3.31056,0.541622,4.65354,4.15878,0.0824663,NA,NA,NA,4.13237,3.2418,0.685302,1.70881,3.07294,0.647753,4.29682,3.0793,2.97944,1.45709,2.96883,3.09241,3.99932,3.48989,2.50461,1.69841,3.21321,2.45144,2.84781,3.35217,3.27808,2.75941,4.73807,3.25705,3.89599,4.08575,3.47405,1.67888,3.95277,3.37814
"A37","M","A","L4",60,1,3.4108,0.780879,0.676833,3.34598,1.56033,1.08754,3.2117,1.94788,0.837813,3.60044,2.48925,1.05735,2.60059,2.3037,0.958293,2.33405,2.33097,0.0112854,4.10691,2.64488,0.0100631,5.09662,2.03515,0.417501,1.54991,1.28261,0.325073,4.25354,2.7559,1.9894,1.95326,2.16508,1.91789,3.63203,3.03547,3.78751,2.23027,2.79936,3.66664,4.57333,2.39944,3.4046,1.56602,1.85393,3.36728,3.02037,2.45509,3.46668,3.26885,3.56552,1.57976,2.55608,3.31285,1.45481,3.24955,3.66997,2.29261,2.48795,3.49167,2.25714,2.99138,3.19954,0.432695,2.67314,4.4174,0.783153,3.83743,3.77975,0.507322,1.8546,3.31218,0.546222,NA,NA,NA,NA,NA,NA,4.15201,3.60737,0.677417,1.74307,2.9783,0.620546,4.28248,3.56157,3.19467,1.47981,3.03651,3.23037,4.02753,3.8518,2.6185,1.71171,3.28805,2.55057,2.78896,3.68576,3.46817,2.50753,4.97598,3.26823,3.73617,4.46831,3.55665,1.55721,4.00868,3.41771
"A37","M","A","L4",28,1,2.52577,1.33839,1.66933,2.52483,1.69494,1.81108,2.51137,1.81263,1.55701,3.07637,2.23076,1.62468,1.90857,2.19639,1.61861,3.44937,2.32255,0.969469,1.57415,2.33015,0.885668,4.02422,1.92922,1.43225,0.986713,1.79625,1.27889,3.62503,2.46789,2.37113,1.34786,2.31582,2.33023,3.12896,2.63972,3.81874,1.65919,2.69951,3.77488,3.7205,2.32609,3.43191,1.11467,2.29941,3.41096,2.43832,2.4481,3.62142,2.852,3.2542,1.94744,2.19014,3.1699,1.91323,2.1447,3.38446,2.55976,2.81816,3.40606,2.54072,2.51763,3.00738,1.1872,2.46996,4.06755,1.25854,3.34412,3.39434,1.16415,1.66746,3.23953,1.13367,4.00919,3.73711,0.759009,1.11813,3.52681,0.709639,3.64288,3.07352,1.29471,1.30006,2.96032,1.30964,3.72654,3.21499,2.84453,1.16364,3.10003,2.95835,3.51911,3.41621,2.58275,1.32823,3.27953,2.53959,2.42605,3.51714,3.28923,2.3837,4.65475,3.15232,3.31163,4.03661,3.35238,1.51602,3.95612,3.29418
