ID,Sex,Age,Group,GH,M1X,M1Y,M1Z,M2X,M2Y,M2Z,M3X,M3Y,M3Z,R1X,R1Y,R1Z,L1X,L1Y,L1Z,R2X,R2Y,R2Z,L2X,L2Y,L2Z,R3X,R3Y,R3Z,L3X,L3Y,L3Z,R4X,R4Y,R4Z,L4X,L4Y,L4Z,R5X,R5Y,R5Z,L5X,L5Y,L5Z,R6X,R6Y,R6Z,L6X,L6Y,L6Z,M4X,M4Y,M4Z,R7X,R7Y,R7Z,L7X,L7Y,L7Z,R8X,R8Y,R8Z,L8X,L8Y,L8Z,M5X,M5Y,M5Z,M6X,M6Y,M6Z,R9X,R9Y,R9Z,L9X,L9Y,L9Z,R11X,R11Y,R11Z,L11X,L11Y,L11Z,R12X,R12Y,R12Z,L12X,L12Y,L12Z,R13X,R13Y,R13Z,L13X,L13Y,L13Z,M7X,M7Y,M7Z,M8X,M8Y,M8Z,R14X,R14Y,R14Z,L14X,L14Y,L14Z
A33,F,60,A,Sufficient,3.17008,1.20762,1.34348,3.25134,1.91186,1.50006,3.20091,2.15731,1.24866,3.62484,2.61856,1.26675,2.55086,2.48808,1.36171,4.05722,2.61854,0.447234,2.29905,2.39227,0.416508,5.02331,2.27637,0.982435,1.48164,1.65129,0.949439,4.23382,3.01299,2.22207,1.82656,2.56101,2.21887,3.49776,3.24606,3.99986,2.24664,3.16942,4.00596,4.5309,2.9508,3.73479,1.47812,2.46939,3.6743,2.94661,3.02156,3.71635,3.30441,3.65466,1.53936,2.57882,3.62767,1.62983,3.21754,3.85779,2.20233,2.48594,3.82833,2.34991,3.02014,3.27407,0.636853,2.84443,4.47044,0.750049,3.91832,3.67835,0.729841,2.09177,3.37989,0.662042,4.16167,3.63768,0.813832,1.85302,3.21621,0.741648,4.28598,3.87083,2.97627,1.50071,3.42059,2.94024,4.02877,4.05555,2.65727,1.72764,3.67621,2.60866,2.76689,4.13113,3.47113,2.6255,5.38358,3.13196,3.71798,4.90687,3.49665,1.6294,4.46896,3.41814
A35,M,21,A,Sufficient,1.83744,1.11391,1.98921,1.89763,1.3133,2.02434,1.90115,1.42913,1.89388,2.53936,1.60083,1.71733,1.40771,1.83604,1.82875,3.00896,1.58312,1.02214,0.967567,1.9601,1.32326,3.33305,1.24315,1.42354,0.481819,1.77924,1.56946,3.12755,1.71053,2.26389,0.962326,2.10355,2.44717,2.94699,2.01638,3.47226,1.51714,2.28393,3.66767,3.3266,1.60324,3.11959,0.903235,2.16472,3.38144,2.15067,2.01301,3.44769,2.46875,2.56825,1.80944,1.87412,2.71744,1.90484,2.54619,2.77908,2.4596,1.89494,2.90425,2.47592,2.07408,2.46029,1.39221,2.23936,3.26211,1.36415,2.91047,2.69723,1.33864,1.34502,2.90903,1.44963,3.13046,2.25566,1.32773,0.978003,2.69506,1.51911,3.35397,2.2713,2.52085,1.06354,2.76627,2.58262,3.312,2.54943,2.33819,1.14232,2.94599,2.5023,2.27382,2.92053,2.99542,2.46469,3.81838,2.71901,3.16864,3.18753,2.86222,1.55132,3.52548,2.9789
A35,M,28,A,Sufficient,2.15655,1.23502,1.61808,2.2867,1.67003,1.72043,2.29936,1.78528,1.592,2.89596,2.11256,1.53844,1.78325,2.24701,1.60713,3.4052,2.02546,0.639743,1.25558,2.38088,0.916536,3.86251,1.56081,1.11594,0.705605,1.97567,1.39439,3.53749,2.14008,2.193,1.28121,2.49898,2.38609,3.32457,2.48104,3.65803,1.8706,2.73546,3.87182,3.82958,1.93745,3.22412,1.15776,2.36651,3.44786,2.54182,2.39355,3.51863,2.77832,3.0923,1.77664,2.22283,3.17402,1.86896,2.94055,3.23101,2.49131,2.21622,3.37959,2.45543,2.39906,2.87818,1.05988,2.55531,3.89674,1.18394,3.2566,3.14752,1.05788,1.61937,3.36967,1.19482,3.63971,2.81881,1.11197,1.28014,3.084,1.34514,3.85971,2.87186,2.71997,1.35982,3.21251,2.7609,3.73584,3.07889,2.45765,1.57472,3.39074,2.63402,2.65572,3.40234,3.25091,2.82263,4.49432,3.03576,3.66713,3.82146,3.1967,1.81718,4.08686,3.35257
A35,M,35,A,Sufficient,2.01874,1.13502,1.16594,2.26248,1.78554,1.3003,2.2418,1.92623,1.18602,2.90395,2.28091,1.22178,1.7974,2.47392,1.23096,3.26075,2.22764,0.321206,1.42474,2.58361,0.564395,3.90152,1.54492,0.471852,0.601397,2.05403,0.998226,3.5705,2.26106,1.9184,1.29729,2.6788,2.19828,3.33474,2.58844,3.58169,2.01066,2.87269,3.80721,3.98369,1.91518,3.08508,1.13451,2.44359,3.45758,2.59389,2.5059,3.38296,2.84248,3.23891,1.4652,2.18722,3.37935,1.60128,2.9648,3.40057,2.30251,2.31269,3.52283,2.28898,2.43543,3.11208,0.668974,2.6304,4.21086,0.891719,3.36142,3.28128,0.706356,1.589,3.71773,0.889132,3.67722,3.02097,0.75605,1.28556,3.37137,1.03259,4.02413,2.98866,2.72978,1.37017,3.48466,2.8242,3.86219,3.24383,2.38166,1.57876,3.64293,2.61423,2.76469,3.5474,3.16947,2.97498,4.82485,3.12858,3.87238,3.93587,3.21093,1.84626,4.33155,3.39586
A35,M,45,A,Sufficient,1.91358,0.80498,1.04043,2.18233,1.54915,1.25509,2.229,1.77971,1.0972,2.87695,2.08551,1.21361,1.82549,2.32066,1.16351,3.2935,2.0531,0.263026,1.41547,2.48613,0.289041,3.97824,1.21249,0.43715,0.467328,1.88674,0.632768,3.53055,2.05418,2.02072,1.23939,2.59288,2.15289,3.26762,2.47872,3.79201,1.8936,2.82765,3.88068,3.86231,1.61308,3.29543,0.92049,2.34139,3.39429,2.45036,2.36607,3.4441,2.8765,3.13966,1.49736,2.27776,3.28539,1.57232,2.97245,3.26867,2.37561,2.30597,3.48556,2.25905,2.47629,2.95987,0.667293,2.74755,4.12111,0.89514,3.49896,3.16507,0.695589,1.63952,3.48198,0.690851,3.70822,2.77826,0.735689,1.33527,3.31319,0.856784,4.04768,2.73273,2.98049,1.35757,3.4411,2.88319,3.82341,3.14891,2.54178,1.54325,3.63958,2.63419,2.66872,3.48051,3.39444,3.00008,4.73444,3.30876,3.90896,3.79711,3.3968,1.7659,4.32437,3.49074
A35,M,60,A,Sufficient,2.29216,0.648139,0.892855,2.48518,1.37179,1.19363,2.50294,1.68581,1.06395,3.11405,2.03713,1.20211,2.03902,2.1792,1.12483,3.4798,2.07133,0.267834,1.64831,2.33543,0.200745,4.33215,1.31544,0.46779,0.636304,1.57926,0.524951,3.70721,2.0628,2.04533,1.32989,2.38222,2.08308,3.29378,2.39889,3.90632,1.91715,2.58642,3.94627,4.1249,1.61295,3.42904,1.01133,1.91391,3.47403,2.54838,2.201,3.51303,2.9721,3.14592,1.53769,2.31412,3.18657,1.57915,2.97983,3.21113,2.45293,2.23654,3.32826,2.37537,2.64463,2.92982,0.602848,2.74063,4.13485,0.905787,3.60831,3.27498,0.740176,1.68991,3.30429,0.687968,3.9064,2.94861,0.782711,1.35983,3.12609,0.829287,4.10696,2.78156,3.10891,1.3487,3.18811,2.94386,3.88214,3.11949,2.68842,1.52181,3.37375,2.7301,2.66236,3.37615,3.54898,2.78765,4.71896,3.4156,3.84985,3.87705,3.5998,1.62008,4.1314,3.58943
A37,M,21,A,Sufficient,2.21051,1.02562,1.78007,2.18996,1.14396,1.81565,2.19183,1.29237,1.61711,2.7054,1.63042,1.57741,1.52212,1.51434,1.60228,3.1735,1.86166,0.913318,1.13778,1.58712,1.04645,3.55963,1.54963,1.3257,0.763162,1.21081,1.45918,3.2269,1.90268,2.18095,1.04184,1.59159,2.247,2.84971,2.01487,3.41079,1.33926,1.85717,3.49074,3.34643,1.82569,3.15406,0.925252,1.531,3.10653,2.18493,1.72617,3.35624,2.34335,2.56669,1.83939,1.73494,2.46815,1.82056,2.33822,2.68689,2.4461,1.73198,2.63746,2.45913,2.07067,2.36282,1.28272,1.91453,3.19031,1.35326,2.76234,2.83232,1.27237,1.2622,2.58708,1.34115,3.10622,2.50533,1.25936,0.925883,2.20488,1.40371,3.25217,2.52517,2.45912,0.857851,2.22549,2.65576,3.15312,2.76558,2.29845,0.948658,2.44724,2.40541,2.03029,2.72215,2.94253,1.85469,3.73368,2.79216,2.7783,3.26046,2.89517,1.15707,3.03877,2.93021
A37,M,28,A,Sufficient,2.52577,1.33839,1.66933,2.52483,1.69494,1.81108,2.51137,1.81263,1.55701,3.07637,2.23076,1.62468,1.90857,2.19639,1.61861,3.44937,2.32255,0.969469,1.57415,2.33015,0.885668,4.02422,1.92922,1.43225,0.986713,1.79625,1.27889,3.62503,2.46789,2.37113,1.34786,2.31582,2.33023,3.12896,2.63972,3.81874,1.65919,2.69951,3.77488,3.7205,2.32609,3.43191,1.11467,2.29941,3.41096,2.43832,2.4481,3.62142,2.852,3.2542,1.94744,2.19014,3.1699,1.91323,2.1447,3.38446,2.55976,2.81816,3.40606,2.54072,2.51763,3.00738,1.1872,2.46996,4.06755,1.25854,3.34412,3.39434,1.16415,1.66746,3.23953,1.13367,3.64288,3.07352,1.29471,1.30006,2.96032,1.30964,3.72654,3.21499,2.84453,1.16364,3.10003,2.95835,3.51911,3.41621,2.58275,1.32823,3.27953,2.53959,2.42605,3.51714,3.28923,2.3837,4.65475,3.15232,3.31163,4.03661,3.35238,1.51602,3.95612,3.29418
A37,M,35,A,Sufficient,2.41819,0.724374,1.01432,2.48126,1.2663,1.2716,2.45049,1.44437,1.04283,2.96094,1.88126,1.17547,1.91489,1.91835,1.16854,3.51847,2.05693,0.220234,1.59253,2.11738,0.432783,4.11487,1.35594,0.657015,0.736464,1.45219,0.682995,3.66254,1.9529,2.01263,1.34491,1.9301,2.03735,3.25228,2.12318,3.66184,1.83989,2.21398,3.64822,3.87354,1.63588,3.24807,1.12433,1.76093,3.21467,2.53634,1.89929,3.37518,2.84799,2.87101,1.67977,2.26406,2.88181,1.71503,2.94412,2.97792,2.32121,2.2344,2.92733,2.38191,2.4935,2.7038,0.733815,2.5424,3.80608,1.0345,3.42126,3.04563,0.792919,1.56662,3.06941,0.873742,3.68742,2.77575,0.863997,1.30094,2.7443,0.967635,3.84573,2.67716,2.82536,1.20255,2.75005,3.01151,3.71689,3.01296,2.48969,1.42963,2.95133,2.52541,2.61826,3.01006,3.24886,2.60876,4.26951,3.21233,3.59861,3.61135,3.41292,1.57159,3.64496,3.40096
A37,M,45,A,Sufficient,2.94929,0.779715,0.575831,3.02016,1.51725,0.94817,2.97186,1.77554,0.737932,3.45358,2.29046,0.949152,2.40595,2.22366,0.900026,3.89242,2.44559,0.0364284,2.12761,2.37896,0.0557028,4.74177,1.75181,0.400197,1.16917,1.57299,0.247161,4.09394,2.33822,1.87608,1.73424,2.20775,1.79727,3.57251,2.56522,3.62901,2.04199,2.45966,3.65956,4.43995,2.02269,3.06907,1.41786,1.86993,3.13698,2.90684,2.10788,3.25978,3.25746,3.31516,1.52534,2.62258,3.23828,1.54307,3.22971,3.36554,2.22728,2.55796,3.28669,2.268,2.94682,3.10308,0.447244,2.8604,4.27608,0.836154,3.98565,3.50587,0.628673,1.89012,3.31056,0.541622,4.13237,3.2418,0.685302,1.70881,3.07294,0.647753,4.29682,3.0793,2.97944,1.45709,2.96883,3.09241,3.99932,3.48989,2.50461,1.69841,3.21321,2.45144,2.84781,3.35217,3.27808,2.75941,4.73807,3.25705,3.89599,4.08575,3.47405,1.67888,3.95277,3.37814
A37,M,60,A,Sufficient,3.4108,0.780879,0.676833,3.34598,1.56033,1.08754,3.2117,1.94788,0.837813,3.60044,2.48925,1.05735,2.60059,2.3037,0.958293,2.33405,2.33097,0.0112854,4.10691,2.64488,0.0100631,5.09662,2.03515,0.417501,1.54991,1.28261,0.325073,4.25354,2.7559,1.9894,1.95326,2.16508,1.91789,3.63203,3.03547,3.78751,2.23027,2.79936,3.66664,4.57333,2.39944,3.4046,1.56602,1.85393,3.36728,3.02037,2.45509,3.46668,3.26885,3.56552,1.57976,2.55608,3.31285,1.45481,3.24955,3.66997,2.29261,2.48795,3.49167,2.25714,2.99138,3.19954,0.432695,2.67314,4.4174,0.783153,3.83743,3.77975,0.507322,1.8546,3.31218,0.546222,4.15201,3.60737,0.677417,1.74307,2.9783,0.620546,4.28248,3.56157,3.19467,1.47981,3.03651,3.23037,4.02753,3.8518,2.6185,1.71171,3.28805,2.55057,2.78896,3.68576,3.46817,2.50753,4.97598,3.26823,3.73617,4.46831,3.55665,1.55721,4.00868,3.41771
A65,F,21,A,Sufficient,2.29065,1.17705,1.44999,2.24973,1.35719,1.45275,2.25414,1.53916,1.24164,2.95305,1.78919,1.27006,1.63521,1.80924,1.13854,3.34675,1.93483,0.704423,1.35651,1.75687,0.567561,3.71725,1.68652,1.14233,0.828709,1.40257,0.901487,3.26282,2.08756,1.91398,1.0267,1.97057,1.79192,2.7741,2.30923,3.1005,1.32503,2.20302,3.07178,3.35582,2.05865,2.78994,0.858929,1.84411,2.81014,2.11501,2.05771,2.93988,2.49156,2.74585,1.44786,1.90175,2.69355,1.35345,2.39792,2.8496,1.91079,1.88883,2.86009,1.95765,2.27506,2.52829,0.769479,2.1876,3.40846,0.841901,2.96664,2.91377,0.88616,1.45644,2.88801,0.796637,3.31995,2.59946,1.04818,1.11311,2.4539,0.893324,3.28751,2.72393,2.21596,1.00269,2.53754,2.0188,3.15074,2.93384,1.98446,1.03121,2.79213,1.82926,2.05938,2.95477,2.56293,2.01023,3.92008,2.35507,2.83749,3.44458,2.59268,1.26949,3.39642,2.41915
A65,F,28,A,Sufficient,2.40422,1.34523,1.47619,2.43578,1.71005,1.52573,2.41902,1.93852,1.28803,3.04467,2.24955,1.33943,1.80874,2.24976,1.20856,3.54419,2.21482,0.655084,1.62236,2.23835,0.565988,4.14445,1.8858,1.13887,0.880033,1.76333,0.776471,3.48373,2.51992,2.10498,1.21537,2.49476,1.90831,2.90345,2.8661,3.54011,1.45948,2.96054,3.42276,3.54983,2.48546,3.21112,0.878232,2.54372,3.00666,2.27084,2.7403,3.25677,2.75977,3.25082,1.61211,2.10972,3.19587,1.44748,2.69797,3.39581,2.07489,2.10549,3.42696,2.02478,2.54331,2.9133,0.80964,2.54888,4.00969,0.770081,3.38132,3.3954,0.890757,1.6334,3.27736,0.752804,3.60851,2.98506,1.06054,1.49123,2.99861,0.833807,3.6031,3.3024,2.63312,1.20309,3.39716,2.26475,3.4331,3.48761,2.29639,1.29263,3.51044,2.11517,2.30864,3.62601,2.88348,2.37127,4.79055,2.55249,3.23965,4.16491,2.94845,1.41994,4.27902,2.7601
A65,F,35,A,Sufficient,2.6001,1.34393,1.55977,2.59254,1.79219,1.57321,2.58881,2.09148,1.33256,3.12791,2.46064,1.38863,1.97228,2.39406,1.24466,3.59351,2.37844,0.5605,1.67383,2.26421,0.501497,4.29187,1.98562,1.15447,0.983668,1.68732,0.980373,3.64823,2.80409,2.19189,1.31075,2.65969,2.1231,2.97388,3.15134,3.59087,1.75947,3.18988,3.58353,3.8014,2.87854,3.35654,1.0101,2.69103,3.2779,2.44259,3.06722,3.42489,2.84163,3.46874,1.60378,2.24303,3.41951,1.4989,2.78852,3.6649,2.13793,2.20926,3.65865,2.16682,2.62733,3.02022,0.76976,2.54076,4.1728,0.680176,3.5052,3.5405,0.833547,1.6397,3.36136,0.682229,3.73437,3.1936,1.00267,1.47884,3.08205,0.835198,3.73279,3.66819,2.74631,1.19276,3.50503,2.49077,3.5585,3.81414,2.33437,1.37292,3.63314,2.27834,2.38356,3.94904,2.93549,2.40273,5.15307,2.59398,3.34253,4.66623,3.00048,1.40151,4.49089,2.83768
A65,F,45,A,Sufficient,2.95021,1.46212,1.64746,2.88885,1.92429,1.68763,2.87974,2.25827,1.44295,3.44264,2.70563,1.46245,2.31416,2.6214,1.45059,3.74355,2.59721,0.722148,1.99939,2.47257,0.714334,4.62177,2.19348,1.09451,1.19067,1.7856,1.10575,3.97776,3.07267,2.32444,1.6225,2.76869,2.36371,3.39958,3.46189,3.91118,2.13516,3.4871,3.99529,4.20892,3.04956,3.53357,1.31353,2.8514,3.70769,2.77596,3.20522,3.71055,3.12154,3.75433,1.7964,2.48541,3.66653,1.73177,3.10046,3.97103,2.32693,2.43196,3.95147,2.39754,2.84662,3.28097,0.89982,2.70827,4.55011,0.890543,3.71798,3.86054,0.892046,1.84186,3.63286,0.897465,3.96765,3.48942,1.07082,1.65735,3.25803,1.08696,4.07581,3.97303,2.9836,1.49576,3.74747,2.92052,3.87441,4.11564,2.58527,1.58538,3.89364,2.6539,2.68707,4.25844,3.35295,2.60226,5.46464,2.93323,3.66262,4.84151,3.3006,1.63958,4.68644,3.2802
A79,F,21,A,Sufficient,1.65915,0.432111,1.33771,1.64672,0.635096,1.3326,1.61609,0.768445,1.17342,2.25704,1.02191,1.0146,0.971006,0.948184,0.999384,2.74016,1.04957,0.377872,0.649921,1.11586,0.408664,3.05833,0.792163,0.791618,0.316882,0.788637,0.698628,2.74531,1.16055,1.62123,0.519152,1.17329,1.53793,2.43025,1.37285,2.78931,0.832696,1.34052,2.81386,2.91206,1.12387,2.396,0.401217,1.0678,2.39388,1.59137,1.14456,2.6826,1.98724,1.89396,1.13955,1.40853,1.9181,1.19902,2.00231,2.05854,1.73726,1.32308,2.09825,1.81114,1.68657,1.75744,0.669328,1.67514,2.61099,0.727726,2.44777,2.11589,0.699254,0.958763,2.01331,0.658401,2.76874,1.68908,0.764233,0.585354,1.67604,0.715048,2.74875,1.78131,1.7682,0.50393,1.77517,1.79547,2.70427,1.99312,1.71405,0.575039,1.97672,1.67893,1.68559,2.11674,2.29319,1.66211,3.08435,2.14486,2.49912,2.52445,2.30138,0.875114,2.55782,2.25336
A79,F,28,A,Sufficient,1.6551,0.562683,1.36406,1.71853,1.00421,1.35343,1.68871,1.07314,1.16509,2.32485,1.30664,1.12923,1.09123,1.50792,1.11899,2.55988,1.24746,0.47144,0.684468,1.66611,0.355277,3.21819,0.79622,0.693144,0.165761,1.33038,0.674297,2.96234,1.40925,1.74537,0.703859,1.74903,1.77927,2.50447,1.6672,3.10949,1.31499,1.79298,3.10273,3.18533,1.30544,2.67941,0.500195,1.72977,2.80046,1.84029,1.68647,3.06735,2.28207,2.29212,1.30286,1.64973,2.40976,1.37347,2.29729,2.44725,1.99329,1.64892,2.61274,2.06495,1.87074,2.13188,0.574799,2.07382,3.13832,0.708897,2.76363,2.42511,0.640032,1.17839,2.53186,0.64305,3.02728,1.934,0.764125,0.775407,2.37113,0.819805,3.11769,2.06811,2.0961,0.723427,2.52651,2.28899,3.00804,2.35054,1.96121,0.905251,2.72359,2.04828,2.00924,2.60486,2.76497,2.21911,3.74596,2.57113,2.96072,2.97834,2.70974,1.23065,3.24473,2.77173
A79,F,35,A,Sufficient,1.80995,0.423826,1.42314,1.91489,0.935345,1.48241,1.91118,1.04385,1.30646,2.51891,1.42707,1.29321,1.36732,1.63133,1.32898,2.97204,1.34367,0.24893,0.96599,1.82988,0.476409,3.51764,0.719434,0.758946,0.25322,1.36496,0.949597,3.25101,1.37468,1.96362,0.900571,1.86707,2.12088,2.95644,1.75814,3.61106,1.53936,2.00907,3.76329,3.52952,1.15089,3.29026,0.701055,1.7125,3.41919,2.15365,1.72957,3.44949,2.51848,2.36388,1.58833,1.88794,2.58717,1.67912,2.6017,2.52604,2.28041,1.9342,2.6774,2.41944,2.09119,2.23,0.811287,2.34401,3.34414,0.969647,3.01509,2.44877,0.775588,1.34741,2.79236,0.960391,3.36287,2.04975,0.896826,1.02313,2.53177,1.0358,3.5088,2.08574,2.49803,0.970666,2.61473,2.82026,3.35683,2.39403,2.36664,1.1868,2.84139,2.5551,2.34969,2.65904,3.15842,2.63727,3.89429,3.10527,3.42722,2.97218,3.1983,1.49033,3.46194,3.33494
A79,F,45,A,Sufficient,1.83651,0.524135,1.49705,1.99778,1.09342,1.50638,1.98444,1.26449,1.34124,2.56704,1.68916,1.27301,1.46515,1.87761,1.35414,2.87722,1.53053,0.31975,1.07475,1.97722,0.512446,3.51698,0.810547,0.725933,0.228014,1.56245,0.983933,3.34449,1.62736,1.9866,1.00258,2.16124,2.16925,3.0527,2.10434,3.72378,1.66873,2.45737,3.90245,3.77153,1.49359,3.33794,0.791658,2.12097,3.61056,2.32621,2.10219,3.54711,2.66082,2.68735,1.53684,2.02505,2.81075,1.62102,2.73087,2.86868,2.30332,2.0806,3.05786,2.44855,2.16559,2.46322,0.728101,2.44999,3.61961,0.799672,3.12959,2.62751,0.721893,1.42606,2.99045,0.837945,3.40082,2.2776,0.78714,1.0709,2.78672,0.980812,3.66958,2.42252,2.53045,1.09161,2.99876,2.88703,3.50958,2.76448,2.39429,1.37535,3.15169,2.63964,2.53458,3.08736,3.29054,2.76021,4.33367,3.00804,3.65757,3.38023,3.18977,1.65509,3.84993,3.39222
A79,F,60,A,Sufficient,1.94278,0.398303,1.46014,2.06876,1.0631,1.5551,2.07002,1.29029,1.36987,2.62298,1.66674,1.45715,1.49799,1.8075,1.37444,3.11736,1.565,0.422386,1.24443,1.92354,0.431673,3.76329,0.800834,0.958055,0.350532,1.46673,0.870703,3.37966,1.68487,2.28884,0.944536,2.08222,2.16461,2.64666,1.9681,3.99858,1.43033,2.07015,4.00075,3.57821,1.39079,3.76574,0.468313,1.92423,3.59725,2.02433,2.01704,3.76027,2.63469,2.7515,1.82629,1.94668,2.83361,1.76596,2.59664,2.84716,2.5743,1.8838,3.04551,2.64056,2.28662,2.46841,0.8241,2.48452,3.69085,1.03893,3.23963,2.62298,0.954583,1.43445,2.91625,0.85916,3.53082,2.34876,1.03269,1.1358,2.79243,0.906103,3.55102,2.42282,2.99858,0.831672,2.90224,2.98166,3.43674,2.76537,2.83292,1.2044,3.08983,2.76838,2.26546,3.04666,3.57333,2.52952,4.3466,3.3859,3.42613,3.42541,3.64945,1.29566,3.8621,3.59634
A83,M,21,A,Sufficient,2.16055,0.608099,1.13687,2.11402,0.80537,1.16557,2.08462,0.935965,1.02463,2.60848,1.32278,1.02169,1.46743,1.15423,0.995328,3.116,1.50102,0.346605,1.13956,1.17049,0.403821,3.49124,1.20353,0.733826,0.713165,0.776206,0.672226,3.08191,1.50309,1.62049,0.957977,1.13661,1.53058,2.6821,1.55561,2.84068,1.134,1.23891,2.86903,3.19835,1.3523,2.50661,0.826462,0.980168,2.39186,1.97429,1.31264,2.73276,2.22071,2.10369,1.30195,1.61665,1.96821,1.17886,2.19888,2.22802,1.77132,1.59513,2.10923,1.71264,1.92994,1.94068,0.58053,1.81069,2.8053,0.717759,2.68324,2.36628,0.663065,1.10327,2.14885,0.694829,3.07217,2.10456,0.75343,0.835497,1.78828,0.667192,3.02272,2.09279,1.80513,0.801416,1.78535,1.77461,2.94072,2.29674,1.76206,0.842545,2.00321,1.73124,1.83585,2.2177,2.34773,1.685,3.21202,2.21529,2.5751,2.73545,2.29335,0.961908,2.54576,2.29457
A83,M,28,A,Sufficient,2.13437,0.894289,1.35291,2.08635,1.38864,1.36159,2.10418,1.5198,1.19756,2.64623,1.83899,1.17387,1.50303,1.81591,1.14927,3.05581,1.82978,0.448154,1.15558,1.71035,0.351054,3.64063,1.37747,0.774729,0.588652,1.27736,0.655062,3.18364,2.1726,1.88101,0.943924,2.0656,1.79551,2.50159,2.44375,3.10158,1.50482,2.23967,3.0966,3.30136,2.14088,2.86736,0.689001,2.0952,2.83867,1.99174,2.42587,3.05213,2.34232,2.83411,1.333,1.77921,2.77946,1.25298,2.36249,3.07834,1.84381,1.69591,2.9858,1.79277,2.10582,2.4898,0.493783,2.00439,3.55646,0.548404,2.88906,2.94608,0.564221,1.22378,2.80266,0.477402,3.22782,2.5876,0.731214,0.899614,2.52008,0.619137,3.22707,2.91112,2.01743,0.8678,2.8147,2.0532,3.10338,3.09642,1.98652,0.968119,3.02832,1.88523,1.95667,3.30248,2.67015,1.85882,4.42338,2.3626,2.83935,3.84842,2.62791,1.05521,3.79499,2.56978
A83,M,35,A,Sufficient,2.01409,0.437911,1.34789,2.06431,1.11435,1.47047,2.07442,1.30889,1.26621,2.67235,1.60184,1.30805,1.63834,1.75168,1.32216,3.0843,1.613,0.414794,1.1726,1.80375,0.427944,3.71465,0.851934,0.706604,0.38756,1.30632,0.712588,3.33864,1.72904,2.13842,1.01843,2.0093,2.13475,2.90094,2.05788,3.73239,1.51445,2.27805,3.75177,3.56964,1.47701,3.3576,0.779949,1.78734,3.42379,2.19817,2.03783,3.49598,2.55332,2.62049,1.71323,1.99789,2.67473,1.6798,2.60342,2.78406,2.33235,1.96698,2.81398,2.22732,2.24699,2.40707,0.756925,2.3691,3.58168,0.950516,3.21069,2.69677,0.8208,1.32237,2.87597,0.848886,3.47523,2.32887,0.960319,1.02547,2.65315,0.904343,3.54062,2.45587,2.53226,1.04776,2.83234,2.71482,3.44275,2.69756,2.48996,1.17136,2.99885,2.58417,2.28916,2.97337,3.29437,2.4271,4.25316,3.13529,3.3676,3.40539,3.3725,1.33137,3.69442,3.36366
A83,M,45,A,Sufficient,2.38067,0.364562,1.20071,2.38586,1.24104,1.29605,2.37664,1.56257,1.07745,2.96928,1.88773,1.05128,1.9491,1.89459,1.14833,3.37199,1.8246,0.116046,1.52831,1.9351,0.179701,4.0589,0.986513,0.475491,0.635798,1.29616,0.453289,3.63722,2.05607,2.07906,1.2649,2.20523,2.00965,3.07595,2.4506,3.67987,1.77865,2.57997,3.70148,3.90282,1.72637,3.39278,0.981737,1.97478,3.41036,2.45133,2.28546,3.45112,2.78855,2.88396,1.57365,2.20935,2.91599,1.52191,2.82537,3.11559,2.1897,2.12017,3.18073,2.10196,2.47256,2.62814,0.522429,2.54486,3.86201,0.695425,3.54991,2.89297,0.680877,1.46245,3.08412,0.612514,3.75262,2.67773,0.705321,1.25347,2.82104,0.654417,3.81268,2.81893,2.59381,1.24924,3.05066,2.71835,3.66252,3.05975,2.44181,1.40628,3.28621,2.50587,2.48299,3.30975,3.24195,2.59739,4.64462,3.03015,3.6154,3.86609,3.28355,1.47987,4.0493,3.28294
A83,M,60,A,Sufficient,2.11116,0.44529,1.32114,2.22907,1.1876,1.5129,2.25784,1.36052,1.17973,2.86882,1.79292,1.32822,1.67804,1.81803,1.40471,3.33594,1.74516,0.254097,1.12956,1.78434,0.274213,4.01854,1.14912,0.918139,0.425013,1.18868,0.784857,3.48981,1.9315,2.1636,1.10368,2.01241,2.22269,2.84003,2.22732,3.91808,1.62546,2.39718,3.96733,3.71728,1.71618,3.6492,0.728044,1.87922,3.63199,2.27709,2.10201,3.67439,2.59819,2.92797,1.74925,1.95236,2.85054,1.66677,2.63036,2.98832,2.29545,1.83776,3.08708,2.60317,2.26604,2.55087,0.719954,2.28324,3.82619,0.925067,1.34297,2.91933,0.860269,3.15454,2.86682,0.819316,3.49363,2.59742,0.913181,1.13322,2.66885,0.997332,3.67693,2.73417,2.85847,0.950612,2.81806,3.19759,3.48253,3.02646,2.67687,1.1886,3.06958,2.74043,2.26637,3.20854,3.44754,2.32996,4.5236,3.21174,3.31958,3.64675,3.49708,1.29934,3.81044,3.47099
