51,22
51,32
32,43
43,42
42,34
34,5
5,13
13,14
14,3
3,22
35,33
33,34
34,43
43,31
31,35
35,33
5,14
14,2
2,6
6,4
4,5
27,35
27,6
28,27
33,26
26,4
4,6
